verb,tense,input_ipa,predicted_base,predicted_tag,expected_tag_piece,correct
invite,Present 3rd Singular,#ɪnvaɪts#,#ɪnvaɪt#,3SG-PRES,3SG-PRES,Right
invite,Progressive,#ɪnvaɪtɪŋ#,#ɪnvaɪt#,PROG,PROG,Right
invite,Past,#ɪnvaɪtɪd#,#ɪnvaɪt#,PST/ PST.PTCP,PST,Right
invite,Perfect,#ɪnvaɪtɪd#,#ɪnvaɪt#,PST/ PST.PTCP,PST,Right
iron,Present 3rd Singular,#aɪəɹnz#,#aɪəɹn#,3SG-PRES,3SG-PRES,Right
iron,Progressive,#aɪəɹnɪŋ#,#aɪəɹn#,PROG,PROG,Right
iron,Past,#aɪəɹnd#,#aɪəɹn#,PST/ PST.PTCP,PST,Right
iron,Perfect,#aɪəɹnd#,#aɪəɹn#,PST/ PST.PTCP,PST,Right
jog,Present 3rd Singular,#ʤɑɡz#,#ʤɑɡ#,3SG-PRES,3SG-PRES,Right
jog,Progressive,#ʤɑɡɪŋ#,#ʤɑɡ#,PROG,PROG,Right
jog,Past,#ʤɑɡd#,#ʤɑɡ#,PST/ PST.PTCP,PST,Right
jog,Perfect,#ʤɑɡd#,#ʤɑɡ#,PST/ PST.PTCP,PST,Right
join,Present 3rd Singular,#ʤɔɪnz#,#ʤɔɪn#,3SG-PRES,3SG-PRES,Right
join,Progressive,#ʤɔɪnɪŋ#,#ʤɔɪn#,PROG,PROG,Right
join,Past,#ʤɔɪnd#,#ʤɔɪn#,PST/ PST.PTCP,PST,Right
join,Perfect,#ʤɔɪnd#,#ʤɔɪn#,PST/ PST.PTCP,PST,Right
jot,Present 3rd Singular,#ʤɑts#,#ʤɑt#,3SG-PRES,3SG-PRES,Right
jot,Progressive,#ʤɑtɪŋ#,#ʤɑt#,PROG,PROG,Right
jot,Past,#ʤɑtɪd#,#ʤɑt#,PST/ PST.PTCP,PST,Right
jot,Perfect,#ʤɑtɪd#,#ʤɑt#,PST/ PST.PTCP,PST,Right
juice,Present 3rd Singular,#ʤusɪz#,#ʤus#,3SG-PRES,3SG-PRES,Right
juice,Progressive,#ʤusɪŋ#,#ʤus#,PROG,PROG,Right
juice,Past,#ʤust#,#ʤus#,PST/ PST.PTCP,PST,Right
juice,Perfect,#ʤust#,#ʤus#,PST/ PST.PTCP,PST,Right
justify,Present 3rd Singular,#ʤʌstɪfaɪz#,#ʤʌstɪfa#,3SG-PRES,3SG-PRES,Wrong
justify,Progressive,#ʤʌstɪfaɪɪŋ#,#ʤʌstɪfaɪ#,PROG,PROG,Right
justify,Past,#ʤʌstɪfaɪd#,#ʤʌstɪfa#,PST/ PST.PTCP,PST,Wrong
justify,Perfect,#ʤʌstɪfaɪd#,#ʤʌstɪfa#,PST/ PST.PTCP,PST,Wrong
keep,Present 3rd Singular,#kips#,#kip#,3SG-PRES,3SG-PRES,Right
keep,Progressive,#kipɪŋ#,#kip#,PROG,PROG,Right
keep,Past,#kɛpt#,#kip#,PST/ PST.PTCP,PST,Right
keep,Perfect,#kɛpt#,#kip#,PST/ PST.PTCP,PST,Right
kick,Present 3rd Singular,#kɪks#,#kɪk#,3SG-PRES,3SG-PRES,Right
kick,Progressive,#kɪkɪŋ#,#kɪk#,PROG,PROG,Right
kick,Past,#kɪkt#,#kɪk#,PST/ PST.PTCP,PST,Right
kick,Perfect,#kɪkt#,#kɪk#,PST/ PST.PTCP,PST,Right
kiss,Present 3rd Singular,#kɪsɪz#,#kɪs#,3SG-PRES,3SG-PRES,Right
kiss,Progressive,#kɪsɪŋ#,#kɪs#,PROG,PROG,Right
kiss,Past,#kɪst#,#kɪs#,PST/ PST.PTCP,PST,Right
kiss,Perfect,#kɪst#,#kɪs#,PST/ PST.PTCP,PST,Right
know,Present 3rd Singular,#noʊz#,#noʊ#,3SG-PRES,3SG-PRES,Right
know,Progressive,#noʊɪŋ#,#noʊ#,PROG,PROG,Right
know,Past,#nu#,#noʊ#,PST,PST,Right
know,Perfect,#noʊn#,#noʊ#,PST.PTCP,PST,Right
label,Present 3rd Singular,#leɪbəlz#,#leɪbəl#,3SG-PRES,3SG-PRES,Right
label,Progressive,#leɪbəlɪŋ#,#leɪbəl#,PROG,PROG,Right
label,Past,#leɪbəld#,#leɪbəl#,PST/ PST.PTCP,PST,Right
label,Perfect,#leɪbəld#,#leɪbəl#,PST/ PST.PTCP,PST,Right
lag,Present 3rd Singular,#læɡz#,#læɡ#,3SG-PRES,3SG-PRES,Right
lag,Progressive,#læɡɪŋ#,#læɡ#,PROG,PROG,Right
lag,Past,#læɡd#,#læɡ#,PST/ PST.PTCP,PST,Right
lag,Perfect,#læɡd#,#læɡ#,PST/ PST.PTCP,PST,Right
land,Present 3rd Singular,#lændz#,#lænd#,3SG-PRES,3SG-PRES,Right
land,Progressive,#lændɪŋ#,#lænd#,PROG,PROG,Right
land,Past,#lændɪd#,#lænd#,PST/ PST.PTCP,PST,Right
land,Perfect,#lændɪd#,#lænd#,PST/ PST.PTCP,PST,Right
last,Present 3rd Singular,#læsts#,#læst#,3SG-PRES,3SG-PRES,Right
last,Progressive,#læstɪŋ#,#læst#,PROG,PROG,Right
last,Past,#læstɪd#,#læst#,PST/ PST.PTCP,PST,Right
last,Perfect,#læstɪd#,#læst#,PST/ PST.PTCP,PST,Right
lay,Present 3rd Singular,#leɪz#,#le#,3SG-PRES,3SG-PRES,Wrong
lay,Progressive,#leɪɪŋ#,#leɪ#,PROG,PROG,Right
lay,Past,#leɪd#,#le#,PST/ PST.PTCP,PST,Wrong
lay,Perfect,#leɪd#,#le#,PST/ PST.PTCP,PST,Wrong
lead,Present 3rd Singular,#lidz#,#lid#,3SG-PRES,3SG-PRES,Right
lead,Progressive,#lidɪŋ#,#lid#,PROG,PROG,Right
lead,Past,#lɛd#,#lid#,PST.PTCP,PST,Right
lead,Perfect,#lɛd#,#lid#,PST.PTCP,PST,Right
lean,Present 3rd Singular,#linz#,#lin#,3SG-PRES,3SG-PRES,Right
lean,Progressive,#linɪŋ#,#lin#,PROG,PROG,Right
lean,Past,#lind#,#lin#,PST/ PST.PTCP,PST,Right
lean,Perfect,#lind#,#lin#,PST/ PST.PTCP,PST,Right
leave,Present 3rd Singular,#livz#,#liv#,3SG-PRES,3SG-PRES,Right
leave,Progressive,#livɪŋ#,#liv#,PROG,PROG,Right
leave,Past,#lɛft#,#liv#,PST/ PST.PTCP,PST,Right
leave,Perfect,#lɛft#,#liv#,PST/ PST.PTCP,PST,Right
lend,Present 3rd Singular,#lɛndz#,#lɛnd#,3SG-PRES,3SG-PRES,Right
lend,Progressive,#lɛndɪŋ#,#lɛnd#,PROG,PROG,Right
lend,Past,#lɛnt#,#lɛnd#,PST/ PST.PTCP,PST,Right
lend,Perfect,#lɛnt#,#lɛnd#,PST/ PST.PTCP,PST,Right
let,Present 3rd Singular,#lɛts#,#lɛt#,3SG-PRES,3SG-PRES,Right
let,Progressive,#lɛtɪŋ#,#lɛt#,PROG,PROG,Right
let,Past,#lɛt#,#lɛt#,PST/ PST.PTCP,PST,Right
let,Perfect,#lɛt#,#lɛt#,PST/ PST.PTCP,PST,Right
lie,Present 3rd Singular,#laɪz#,#la#,3SG-PRES,3SG-PRES,Wrong
lie,Progressive,#laɪɪŋ#,#laɪ#,PROG,PROG,Right
lie,Past,#laɪd#,#la#,PST/ PST.PTCP,PST,Wrong
lie,Perfect,#laɪd#,#la#,PST/ PST.PTCP,PST,Wrong
lift,Present 3rd Singular,#lɪfts#,#lɪft#,3SG-PRES,3SG-PRES,Right
lift,Progressive,#lɪftɪŋ#,#lɪft#,PROG,PROG,Right
lift,Past,#lɪftɪd#,#lɪft#,PST/ PST.PTCP,PST,Right
lift,Perfect,#lɪftɪd#,#lɪft#,PST/ PST.PTCP,PST,Right
light,Present 3rd Singular,#laɪts#,#laɪt#,3SG-PRES,3SG-PRES,Right
light,Progressive,#laɪtɪŋ#,#laɪt#,PROG,PROG,Right
light,Past,#lɪt#,#laɪt#,PST/ PST.PTCP,PST,Right
light,Perfect,#lɪt#,#laɪt#,PST/ PST.PTCP,PST,Right
listen,Present 3rd Singular,#lɪsənz#,#lɪsən#,3SG-PRES,3SG-PRES,Right
listen,Progressive,#lɪsənɪŋ#,#lɪsən#,PROG,PROG,Right
listen,Past,#lɪsənd#,#lɪsən#,PST/ PST.PTCP,PST,Right
listen,Perfect,#lɪsənd#,#lɪsən#,PST/ PST.PTCP,PST,Right
lose,Present 3rd Singular,#luzɪz#,#luz#,3SG-PRES,3SG-PRES,Right
lose,Progressive,#luzɪŋ#,#luz#,PROG,PROG,Right
lose,Past,#lɔst#,#luz#,PST/ PST.PTCP,PST,Right
lose,Perfect,#lɔst#,#luz#,PST/ PST.PTCP,PST,Right
mail,Present 3rd Singular,#meɪlz#,#meɪl#,3SG-PRES,3SG-PRES,Right
mail,Progressive,#meɪlɪŋ#,#meɪl#,PROG,PROG,Right
mail,Past,#meɪld#,#meɪl#,PST/ PST.PTCP,PST,Right
mail,Perfect,#meɪld#,#meɪl#,PST/ PST.PTCP,PST,Right
make,Present 3rd Singular,#meɪks#,#meɪk#,3SG-PRES,3SG-PRES,Right
make,Progressive,#meɪkɪŋ#,#meɪk#,PROG,PROG,Right
make,Past,#meɪd#,#meɪk#,PST/ PST.PTCP,PST,Right
make,Perfect,#meɪd#,#meɪk#,PST/ PST.PTCP,PST,Right
manipulate,Present 3rd Singular,#mənɪpjəleɪts#,#mənɪpjəleɪt#,3SG-PRES,3SG-PRES,Right
manipulate,Progressive,#mənɪpjəleɪtɪŋ#,#mənɪpjəleɪt#,PROG,PROG,Right
manipulate,Past,#mənɪpjəleɪtɪd#,#mənɪpjəleɪt#,PST/ PST.PTCP,PST,Right
manipulate,Perfect,#mənɪpjəleɪtɪd#,#mənɪpjəleɪt#,PST/ PST.PTCP,PST,Right
map,Present 3rd Singular,#mæps#,#mæp#,3SG-PRES,3SG-PRES,Right
map,Progressive,#mæpɪŋ#,#mæp#,PROG,PROG,Right
map,Past,#mæpt#,#mæp#,PST/ PST.PTCP,PST,Right
map,Perfect,#mæpt#,#mæp#,PST/ PST.PTCP,PST,Right
may,Present 3rd Singular,#meɪ#,,,3SG-PRES,Wrong
may,Progressive,No Progressive,,,PROG,Wrong
may,Past,#maɪt#,#maɪ#,PST/ PST.PTCP,PST,Wrong
may,Perfect,No Perfect Participle,,,PST,Wrong
mean,Present 3rd Singular,#minz#,#min#,3SG-PRES,3SG-PRES,Right
mean,Progressive,#minɪŋ#,#min#,PROG,PROG,Right
mean,Past,#mɛnt#,#min#,PST/ PST.PTCP,PST,Right
mean,Perfect,#mɛnt#,#min#,PST/ PST.PTCP,PST,Right
meet,Present 3rd Singular,#mits#,#mit#,3SG-PRES,3SG-PRES,Right
meet,Progressive,#mitɪŋ#,#mit#,PROG,PROG,Right
meet,Past,#mɛt#,#mit#,PST/ PST.PTCP,PST,Right
meet,Perfect,#mɛt#,#mit#,PST/ PST.PTCP,PST,Right
mess,Present 3rd Singular,#mɛsɪz#,#mɛs#,3SG-PRES,3SG-PRES,Right
mess,Progressive,#mɛsɪŋ#,#mɛs#,PROG,PROG,Right
mess,Past,#mɛst#,#mɛs#,PST/ PST.PTCP,PST,Right
mess,Perfect,#mɛst#,#mɛs#,PST/ PST.PTCP,PST,Right
might,Present 3rd Singular,#maɪt#,#maɪ#,PST/ PST.PTCP,3SG-PRES,Wrong
might,Progressive,No Progressive,,,PROG,Wrong
might,Past,#maɪt#,#maɪ#,PST/ PST.PTCP,PST,Wrong
might,Perfect,No Perfect Participle,,,PST,Wrong
mock,Present 3rd Singular,#mɑks#,#mɑk#,3SG-PRES,3SG-PRES,Right
mock,Progressive,#mɑkɪŋ#,#mɑk#,PROG,PROG,Right
mock,Past,#mɑkt#,#mɑk#,PST/ PST.PTCP,PST,Right
mock,Perfect,#mɑkt#,#mɑk#,PST/ PST.PTCP,PST,Right
must,Present 3rd Singular,#mʌst#,#mʌs#,PST/ PST.PTCP,3SG-PRES,Wrong
must,Progressive,No Progressive,,,PROG,Wrong
must,Past,No Past Tense,,,PST,Wrong
must,Perfect,No Perfect Participle,,,PST,Wrong
nag,Present 3rd Singular,#næɡz#,#næɡ#,3SG-PRES,3SG-PRES,Right
nag,Progressive,#næɡɪŋ#,#næɡ#,PROG,PROG,Right
nag,Past,#næɡd#,#næɡ#,PST/ PST.PTCP,PST,Right
nag,Perfect,#næɡd#,#næɡ#,PST/ PST.PTCP,PST,Right
need,Present 3rd Singular,#nidz#,#nid#,3SG-PRES,3SG-PRES,Right
need,Progressive,#nidɪŋ#,#nid#,PROG,PROG,Right
need,Past,#nidɪd#,#nid#,PST/ PST.PTCP,PST,Right
need,Perfect,#nidɪd#,#nid#,PST/ PST.PTCP,PST,Right
negate,Present 3rd Singular,#nɪɡeɪts#,#nɪɡeɪt#,3SG-PRES,3SG-PRES,Right
negate,Progressive,#nɪɡeɪtɪŋ#,#nɪɡeɪt#,PROG,PROG,Right
negate,Past,#nɪɡeɪtɪd#,#nɪɡeɪt#,PST/ PST.PTCP,PST,Right
negate,Perfect,#nɪɡeɪtɪd#,#nɪɡeɪt#,PST/ PST.PTCP,PST,Right
nest,Present 3rd Singular,#nɛsts#,#nɛst#,3SG-PRES,3SG-PRES,Right
nest,Progressive,#nɛstɪŋ#,#nɛst#,PROG,PROG,Right
nest,Past,#nɛstɪd#,#nɛst#,PST/ PST.PTCP,PST,Right
nest,Perfect,#nɛstɪd#,#nɛst#,PST/ PST.PTCP,PST,Right
obtain,Present 3rd Singular,#əbteɪnz#,#əbteɪn#,3SG-PRES,3SG-PRES,Right
obtain,Progressive,#əbteɪnɪŋ#,#əbteɪn#,PROG,PROG,Right
obtain,Past,#əbteɪnd#,#əbteɪn#,PST/ PST.PTCP,PST,Right
obtain,Perfect,#əbteɪnd#,#əbteɪn#,PST/ PST.PTCP,PST,Right
open,Present 3rd Singular,#oʊpənz#,#oʊpən#,3SG-PRES,3SG-PRES,Right
open,Progressive,#oʊpənɪŋ#,#oʊpən#,PROG,PROG,Right
open,Past,#oʊpənd#,#oʊpən#,PST/ PST.PTCP,PST,Right
open,Perfect,#oʊpənd#,#oʊpən#,PST/ PST.PTCP,PST,Right
oppose,Present 3rd Singular,#əpoʊzɪz#,#əpoʊz#,3SG-PRES,3SG-PRES,Right
oppose,Progressive,#əpoʊzɪŋ#,#əpoʊz#,PROG,PROG,Right
oppose,Past,#əpoʊzd#,#əpoʊz#,PST/ PST.PTCP,PST,Right
oppose,Perfect,#əpoʊzd#,#əpoʊz#,PST/ PST.PTCP,PST,Right
pace,Present 3rd Singular,#peɪsɪz#,#peɪs#,3SG-PRES,3SG-PRES,Right
pace,Progressive,#peɪsɪŋ#,#peɪs#,PROG,PROG,Right
pace,Past,#peɪst#,#peɪs#,PST/ PST.PTCP,PST,Right
pace,Perfect,#peɪst#,#peɪs#,PST/ PST.PTCP,PST,Right
pack,Present 3rd Singular,#pæks#,#pæk#,3SG-PRES,3SG-PRES,Right
pack,Progressive,#pækɪŋ#,#pæk#,PROG,PROG,Right
pack,Past,#pækt#,#pæk#,PST/ PST.PTCP,PST,Right
pack,Perfect,#pækt#,#pæk#,PST/ PST.PTCP,PST,Right
pay,Present 3rd Singular,#peɪz#,#pe#,3SG-PRES,3SG-PRES,Wrong
pay,Progressive,#peɪɪŋ#,#peɪ#,PROG,PROG,Right
pay,Past,#peɪd#,#pe#,PST/ PST.PTCP,PST,Wrong
pay,Perfect,#peɪd#,#pe#,PST/ PST.PTCP,PST,Wrong
peek,Present 3rd Singular,#piks#,#pik#,3SG-PRES,3SG-PRES,Right
peek,Progressive,#pikɪŋ#,#pik#,PROG,PROG,Right
peek,Past,#pikt#,#pik#,PST/ PST.PTCP,PST,Right
peek,Perfect,#pikt#,#pik#,PST/ PST.PTCP,PST,Right
perfect,Present 3rd Singular,#pɝfɛkts#,#pɝfɛkt#,3SG-PRES,3SG-PRES,Right
perfect,Progressive,#pɝfɛktɪŋ#,#pɝfɛkt#,PROG,PROG,Right
perfect,Past,#pɝfɛktɪd#,#pɝfɛkt#,PST/ PST.PTCP,PST,Right
perfect,Perfect,#pɝfɛktɪd#,#pɝfɛkt#,PST/ PST.PTCP,PST,Right
predict,Present 3rd Singular,#pɹɪdɪkts#,#pɹɪdɪkt#,3SG-PRES,3SG-PRES,Right
predict,Progressive,#pɹɪdɪktɪŋ#,#pɹɪdɪkt#,PROG,PROG,Right
predict,Past,#pɹɪdɪktɪd#,#pɹɪdɪkt#,PST/ PST.PTCP,PST,Right
predict,Perfect,#pɹɪdɪktɪd#,#pɹɪdɪkt#,PST/ PST.PTCP,PST,Right
put,Present 3rd Singular,#pʊts#,#pʊt#,3SG-PRES,3SG-PRES,Right
put,Progressive,#pʊtɪŋ#,#pʊt#,PROG,PROG,Right
put,Past,#pʊt#,#pʊt#,PST/ PST.PTCP,PST,Right
put,Perfect,#pʊt#,#pʊt#,PST/ PST.PTCP,PST,Right
quack,Present 3rd Singular,#kwæks#,#kwæk#,3SG-PRES,3SG-PRES,Right
quack,Progressive,#kwækɪŋ#,#kwæk#,PROG,PROG,Right
quack,Past,#kwækt#,#kwæk#,PST/ PST.PTCP,PST,Right
quack,Perfect,#kwækt#,#kwæk#,PST/ PST.PTCP,PST,Right
race,Present 3rd Singular,#ɹeɪsɪz#,#ɹeɪs#,3SG-PRES,3SG-PRES,Right
race,Progressive,#ɹeɪsɪŋ#,#ɹeɪs#,PROG,PROG,Right
race,Past,#ɹeɪst#,#ɹeɪs#,PST/ PST.PTCP,PST,Right
race,Perfect,#ɹeɪst#,#ɹeɪs#,PST/ PST.PTCP,PST,Right
react,Present 3rd Singular,#ɹiækts#,#ɹiækt#,3SG-PRES,3SG-PRES,Right
react,Progressive,#ɹiæktɪŋ#,#ɹiækt#,PROG,PROG,Right
react,Past,#ɹiæktɪd#,#ɹiækt#,PST/ PST.PTCP,PST,Right
react,Perfect,#ɹiæktɪd#,#ɹiækt#,PST/ PST.PTCP,PST,Right
read,Present 3rd Singular,#ɹidz#,#ɹid#,3SG-PRES,3SG-PRES,Right
read,Progressive,#ɹidɪŋ#,#ɹid#,PROG,PROG,Right
read,Past,#ɹɛd#,#ɹid#,PST/ PST.PTCP,PST,Right
read,Perfect,#ɹɛd#,#ɹid#,PST/ PST.PTCP,PST,Right
ride,Present 3rd Singular,#ɹaɪdz#,#ɹaɪd#,3SG-PRES,3SG-PRES,Right
ride,Progressive,#ɹaɪdɪŋ#,#ɹaɪd#,PROG,PROG,Right
ride,Past,#ɹoʊd#,#ɹaɪd#,PST,PST,Right
ride,Perfect,#ɹɪdən#,#ɹaɪd#,PST.PTCP,PST,Right
ring,Present 3rd Singular,#ɹɪŋz#,#ɹɪŋ#,3SG-PRES,3SG-PRES,Right
ring,Progressive,#ɹɪŋɪŋ#,#ɹɪŋ#,PROG,PROG,Right
ring,Past,#ɹæŋ#,#ɹɪŋ#,PST,PST,Right
ring,Perfect,#ɹʌŋ#,#ɹɪŋ#,PST.PTCP,PST,Right
rise,Present 3rd Singular,#ɹaɪzɪz#,#ɹaɪz#,3SG-PRES,3SG-PRES,Right
rise,Progressive,#ɹaɪzɪŋ#,#ɹaɪz#,PROG,PROG,Right
rise,Past,#ɹoʊz#,#ɹaɪz#,PST,PST,Right
rise,Perfect,#ɹɪzən#,#ɹaɪz#,PST.PTCP,PST,Right
run,Present 3rd Singular,#ɹʌnz#,#ɹʌn#,3SG-PRES,3SG-PRES,Right
run,Progressive,#ɹʌnɪŋ#,#ɹʌn#,PROG,PROG,Right
run,Past,#ɹæn#,#ɹʌn#,PST,PST,Right
run,Perfect,#ɹʌn#,#ɹʌn#,PST.PTCP,PST,Right
save,Present 3rd Singular,#seɪvz#,#seɪv#,3SG-PRES,3SG-PRES,Right
save,Progressive,#seɪvɪŋ#,#seɪv#,PROG,PROG,Right
save,Past,#seɪvd#,#seɪv#,PST/ PST.PTCP,PST,Right
save,Perfect,#seɪvd#,#seɪv#,PST/ PST.PTCP,PST,Right
say,Present 3rd Singular,#sɛz#,#seɪ#,PRES,3SG-PRES,Wrong
say,Progressive,#seɪɪŋ#,#seɪ#,PROG,PROG,Right
say,Past,#sɛd#,#seɪ#,PST/ PST.PTCP,PST,Right
say,Perfect,#sɛd#,#seɪ#,PST/ PST.PTCP,PST,Right
scan,Present 3rd Singular,#skænz#,#skæn#,3SG-PRES,3SG-PRES,Right
scan,Progressive,#skænɪŋ#,#skæn#,PROG,PROG,Right
scan,Past,#skænd#,#skæn#,PST/ PST.PTCP,PST,Right
scan,Perfect,#skænd#,#skæn#,PST/ PST.PTCP,PST,Right
seat,Present 3rd Singular,#sits#,#sit#,3SG-PRES,3SG-PRES,Right
seat,Progressive,#sitɪŋ#,#sit#,PROG,PROG,Right
seat,Past,#sitɪd#,#sit#,PST/ PST.PTCP,PST,Right
seat,Perfect,#sitɪd#,#sit#,PST/ PST.PTCP,PST,Right
see,Present 3rd Singular,#siz#,#si#,3SG-PRES,3SG-PRES,Right
see,Progressive,#siɪŋ#,#si#,PROG,PROG,Right
see,Past,#sɔ#,#si#,PST,PST,Right
see,Perfect,#sin#,#si#,PST.PTCP,PST,Right
sell,Present 3rd Singular,#sɛlz#,#sɛl#,3SG-PRES,3SG-PRES,Right
sell,Progressive,#sɛlɪŋ#,#sɛl#,PROG,PROG,Right
sell,Past,#soʊld#,#sɛl#,PST/ PST.PTCP,PST,Right
sell,Perfect,#soʊld#,#sɛl#,PST/ PST.PTCP,PST,Right
send,Present 3rd Singular,#sɛndz#,#sɛnd#,3SG-PRES,3SG-PRES,Right
send,Progressive,#sɛndɪŋ#,#sɛnd#,PROG,PROG,Right
send,Past,#sɛnt#,#sɛnd#,PST/ PST.PTCP,PST,Right
send,Perfect,#sɛnt#,#sɛnd#,PST/ PST.PTCP,PST,Right
set,Present 3rd Singular,#sɛts#,#sɛt#,3SG-PRES,3SG-PRES,Right
set,Progressive,#sɛtɪŋ#,#sɛt#,PROG,PROG,Right
set,Past,#sɛt#,#sɛt#,PST/ PST.PTCP,PST,Right
set,Perfect,#sɛt#,#sɛt#,PST/ PST.PTCP,PST,Right
shall,Present 3rd Singular,#ʃæl#,#ʃæl#,BARE,3SG-PRES,Wrong
shall,Progressive,No Progressive,,,PROG,Wrong
shall,Past,#ʃʊd#,#ʃʊ#,PST/ PST.PTCP,PST,Wrong
shall,Perfect,No Perfect Participle,,,PST,Wrong
shine,Present 3rd Singular,#ʃaɪnz#,#ʃaɪn#,3SG-PRES,3SG-PRES,Right
shine,Progressive,#ʃaɪnɪŋ#,#ʃaɪn#,PROG,PROG,Right
shine,Past,#ʃoʊn#,#ʃoʊ#,PST.PTCP,PST,Wrong
shine,Perfect,#ʃoʊn#,#ʃoʊ#,PST.PTCP,PST,Wrong
shoot,Present 3rd Singular,#ʃuts#,#ʃut#,3SG-PRES,3SG-PRES,Right
shoot,Progressive,#ʃutɪŋ#,#ʃut#,PROG,PROG,Right
shoot,Past,#ʃɑt#,#ʃut#,PST/ PST.PTCP,PST,Right
shoot,Perfect,#ʃɑt#,#ʃut#,PST/ PST.PTCP,PST,Right
should,Present 3rd Singular,#ʃʊd#,#ʃʊ#,PST/ PST.PTCP,3SG-PRES,Wrong
should,Progressive,No Progressive,,,PROG,Wrong
should,Past,#ʃʊd#,#ʃʊ#,PST/ PST.PTCP,PST,Wrong
should,Perfect,No Perfect Participle,,,PST,Wrong
show,Present 3rd Singular,#ʃoʊz#,#ʃoʊ#,3SG-PRES,3SG-PRES,Right
show,Progressive,#ʃoʊɪŋ#,#ʃoʊ#,PROG,PROG,Right
show,Past,#ʃoʊd#,#ʃoʊ#,PST/ PST.PTCP,PST,Right
show,Perfect,#ʃoʊd#,#ʃoʊ#,PST/ PST.PTCP,PST,Right
shut,Present 3rd Singular,#ʃʌts#,#ʃʌt#,3SG-PRES,3SG-PRES,Right
shut,Progressive,#ʃʌtɪŋ#,#ʃʌt#,PROG,PROG,Right
shut,Past,#ʃʌt#,#ʃʌt#,PST/ PST.PTCP,PST,Right
shut,Perfect,#ʃʌt#,#ʃʌt#,PST/ PST.PTCP,PST,Right
sing,Present 3rd Singular,#sɪŋz#,#sɪŋ#,3SG-PRES,3SG-PRES,Right
sing,Progressive,#sɪŋɪŋ#,#sɪŋ#,PROG,PROG,Right
sing,Past,#sæŋ#,#sɪŋ#,PST,PST,Right
sing,Perfect,#sʌŋ#,#sɪŋ#,PST.PTCP,PST,Right
sit,Present 3rd Singular,#sɪts#,#sɪt#,3SG-PRES,3SG-PRES,Right
sit,Progressive,#sɪtɪŋ#,#sɪt#,PROG,PROG,Right
sit,Past,#sæt#,#sɪt#,PST/ PST.PTCP,PST,Right
sit,Perfect,#sæt#,#sɪt#,PST/ PST.PTCP,PST,Right
sleep,Present 3rd Singular,#slips#,#slip#,3SG-PRES,3SG-PRES,Right
sleep,Progressive,#slipɪŋ#,#slip#,PROG,PROG,Right
sleep,Past,#slɛpt#,#slip#,PST/ PST.PTCP,PST,Right
sleep,Perfect,#slɛpt#,#slip#,PST/ PST.PTCP,PST,Right
slide,Present 3rd Singular,#slaɪdz#,#slaɪd#,3SG-PRES,3SG-PRES,Right
slide,Progressive,#slaɪdɪŋ#,#slaɪd#,PROG,PROG,Right
slide,Past,#slɪd#,#slaɪd#,PST/ PST.PTCP,PST,Right
slide,Perfect,#slɪd#,#slaɪd#,PST/ PST.PTCP,PST,Right
speak,Present 3rd Singular,#spiks#,#spik#,3SG-PRES,3SG-PRES,Right
speak,Progressive,#spikɪŋ#,#spik#,PROG,PROG,Right
speak,Past,#spoʊk#,#spik#,PST,PST,Right
speak,Perfect,#spoʊkən#,#spik#,PST.PTCP,PST,Right
spend,Present 3rd Singular,#spɛndz#,#spɛnd#,3SG-PRES,3SG-PRES,Right
spend,Progressive,#spɛndɪŋ#,#spɛnd#,PROG,PROG,Right
spend,Past,#spɛnt#,#spɛnd#,PST/ PST.PTCP,PST,Right
spend,Perfect,#spɛnt#,#spɛnd#,PST/ PST.PTCP,PST,Right
stand,Present 3rd Singular,#stændz#,#stænd#,3SG-PRES,3SG-PRES,Right
stand,Progressive,#stændɪŋ#,#stænd#,PROG,PROG,Right
stand,Past,#stʊd#,#stænd#,PST/ PST.PTCP,PST,Right
stand,Perfect,#stʊd#,#stænd#,PST/ PST.PTCP,PST,Right
steal,Present 3rd Singular,#stilz#,#stil#,3SG-PRES,3SG-PRES,Right
steal,Progressive,#stilɪŋ#,#stil#,PROG,PROG,Right
steal,Past,#stoʊl#,#stil#,PST,PST,Right
steal,Perfect,#stoʊlən#,#stil#,PST.PTCP,PST,Right
stick,Present 3rd Singular,#stɪks#,#stɪk#,3SG-PRES,3SG-PRES,Right
stick,Progressive,#stɪkɪŋ#,#stɪk#,PROG,PROG,Right
stick,Past,#stʌk#,#stɪk#,PST/ PST.PTCP,PST,Right
stick,Perfect,#stʌk#,#stɪk#,PST/ PST.PTCP,PST,Right
strike,Present 3rd Singular,#stɹaɪks#,#stɹaɪk#,3SG-PRES,3SG-PRES,Right
strike,Progressive,#stɹaɪkɪŋ#,#stɹaɪk#,PROG,PROG,Right
strike,Past,#stɹʌk#,#stɹaɪk#,PST/ PST.PTCP,PST,Right
strike,Perfect,#stɹʌk#,#stɹaɪk#,PST/ PST.PTCP,PST,Right
swear,Present 3rd Singular,#swɛɹz#,#swɛɹ#,3SG-PRES,3SG-PRES,Right
swear,Progressive,#swɛɹɪŋ#,#swɛɹ#,PROG,PROG,Right
swear,Past,#swɔɹ#,#swɛɹ#,PST,PST,Right
swear,Perfect,#swɔɹn#,#swɛɹ#,PST.PTCP,PST,Right
sweep,Present 3rd Singular,#swips#,#swip#,3SG-PRES,3SG-PRES,Right
sweep,Progressive,#swipɪŋ#,#swip#,PROG,PROG,Right
